COD_ART,DESCRIPCION,EAN13
P743,"JGO.P/ LAVARROPA ""DIQUE""",7798077382046
P910/M,"JGO.MDA.P.CANO CROMO ""DIQUE""",7798077389106
P933,JGO PARED C/EXT CR DIQUE,7798077389335
P943,"J.COCINA PARED EMB. CR ""DIQUE""",7798077389434
P205,LAVATORIO CR A SOPAPA FLUSH,7798077380516
P205/O,LAVATORIO A SOPAPA CR/ORO FLUSH,7798077380554
P305,BIDE A SOPAPA CR FLUSH,7798077380530
P305/O,BIDE A SOPAPA CR/ORO FLUSH,7798077380578
P405,DUCHA EXT C/TRANSF.CR FLUSH,7798077380547
P405/O,DUCHA EXT C/TRANSF.CR/ORO FLUSH,7798077380585
P990,MONOCOMANDO COCINA CR FLUSH,7798077380677
P990/2,"MONOCOMANDO DUO COCINA CROMO ""FLUSH""",7798077380684
P208,LAVATORIO PERLADO C.CERAM KEOPS,7798077382084
P217,LAVATORIO CR C.CERAM P/PARED KEOPS,7798077382404
P218,LAVATORIO PERLADO C.CERAM P/PARED KEOPS,7798077382428
P307,BIDE CR C.CERAM KEOPS,7798077383074
P308,BIDE PERLADO C.CERAM KEOPS,7798077383081
P407,DUCHA EXT C/TRANSF CR C.CERAM KEOPS,7798077384323
P408,DUCHA EXT C/TRANSF PERLADO KEOPS,7798077384330
P427,DUCHA EMB C/TRANSF CR C.CERAM KEOPS,7798077384279
P428,DUCHA EMB C/TRANSF PERLADO C.CERAM KEOPS,7798077384286
PP207,LAVATORIO CR C.CERAM KEOPS,7798077382077
P207/4,LAVATORIO CR C.CERAM KEOPS 4,7798077382060
P208/4,LAVATORIO PERLADO C.CERAMICO KEOPS 4,7798077382091
P217/4,LAVATORIO CR C.CERAM P/PARED KEOPS 4,7798077382411
P218/4,LAVATORIO PERLADO C.CERAM.P/PARED KEOPS 4,7798077382435
P307/4,BIDE CR C.CERAM KEOPS 4,7798077383067
P308/4,BIDE PERLADO C.CERAM KEOPS 4,7798077383098
P407/4,DUCHA EXT.C/TRANSF CR C.CERAMICO KEOPS4,7798077384309
P408/4,DUCHA EXT.C/TRANSF PERLADO KEOPS 4,7798077384354
P427/4,DUCHA EMB C/TRANSF CR C.CERAM KEOPS 4,7798077384262
P428/4,DUCHA EMB.C/TRAN.PERLADO C/CER KEOPS 4,7798077384293
P209,LAVATORIO CROMO LAZA,7798077382114
P309,"BIDE CROMO ""LAZA""",7798077382121
P409,"DUCHA EXT.C/TRANSF.CR ""LAZA""",7798077382138
P429,"DUCHA EMB.C/TRANSF.CR ""LAZA""",7798077382145
P459,DUCHA EXT.S/TRANSF.CR LAZA,7798077382150
P469,"DUCHA EMBUTIR S/TRANS.CROMO ""LAZA""",7798077382169
P749,JGO. PARA LAVARROPA LAZA,7798077382053
P919/M,JGO.MDA.P.CANO CROMO LAZA,7798077382176
P939,JGO.COCINA C/EXTENSIBLE CR LAZA,7798077382190
P949,JGO.COC.PARED.EMB. CR LAZA,7798077382183
P202/C,LAVATORIO TECHNO CIERRE CERAMICO,7798077383906
P302,BIDE CR PERLADO TECHNO,7798077383029
P302/C,BIDE TECHNO C.CERAM,7798077383913
P402,DUCHA EXT.C/TRANS.CROMO PERLADO TECHNO,7798077384026
P402/C,DUCHA EXT.C/T TECHNO C.CERAMICO,7798077383937
P422,DUCHA DE EMB. C/TRANSF. TECHNO,7798077384224
P422/C,DUCHA EMBUTIR C/TRA.CERAMICO TECHNO,7798077383920
P825/C,J.MDA.P.FUNDIDO LINEA TECHNO C.CERAMICO,7798077388260
P825/M,"J.MDA. PICO FUNDIDO PERLADO ""TECHNO""",7798077388253
PP202,LAVATORIO A SOPAPA CROMO PERLADO TECHNO,7798077382022
8/3,MODULO EXHIBIDOR CEDRO,7798077384859
38-002,LLAVE DE PASO 1/2 CR RENACER,7798115111539
38-003,LLAVE DE PASO DE 1/2 ARUBA,7798115111638
82-004,"DUCHA EXTERIOR S/TRANSF.""EUROPEA""",7798115110815
745,JGO.P/LAVARROPA CROMO MURCIA,7798077382954
32-005,"CANILLA PARED PICO BAJO ""FUNCIONAL""",7798115112192
32-006,CANILLA P.BAJO MILENIO,7798115112314
8/2,"MODULO ""B"" EXHIBIDOR ALTA GAMA",7798077384842
214/P,LAVATORIO  PERLADO ARES,7798077387683
314/P,BIDE PERLADO ARES,7798077387690
434/P,DUCHA EMB.C/TRANSF PERLADO ARES,7798077387706
60-104,LAVATORIO C.CERAM CR EUROPEA,7798115111003
A5044C,VOLANTE BURGOS/BEDIA (LEVA) CROMO COMPLETO,7798077386464
A5045C,VOLANTE BURGOS 4 CROMO COMPLETO,7798077386747
31-003,CANILLA DE PARED PICO ALTO ARUBA,7798115111591
32-003,CANILLA DE PARED PICO BAJO  ARUBA,7798115111607
53-003,COCINA PARED EXT. P.ALTO  ARUBA,7798115111683
31-004,CANILLA DE PARED P.ALTO EUROPEA,7798115111720
32-004,CANILLA DE PARED P.BAJO EUROPEA,7798115111737
33-004,CANILLA MESADA EUROPEA,7798115111744
55-004,COCINA PARED EMB. P.ALTO EUROPEA,7798115110853
81-004,DUCHA EMB S/TRANSF EUROPEA,7798115110792
83-004,DUCHA EXT. C/TRANSF CR EUROPEA,7798115110808
33-006,CANILLA MESADA MILENIO,7798115112321
54-004,COCINA EXT.  P.BAJO EUROPEA,7798115110846
56-004,COCINA PARED EMB P.BAJO EUROPEA,7798115110860
33-005,CANILLA MESADA UN AGUA FUNCIONAL,7798115112208
A705,INACTIVO AIREADOR METALICO P/PICO CAÑO JOTA,7798077387898
A091,CONECTOR PARA DUCHA EMBUTIR CON O'RING,7798160582797
51-104,COCINA MESADA CR C.CERAM EUROPEA,7798115111065
8/1,"MODULO ""A"" EXHIBIDOR STD",7798077384835
407/4,DUCHA EXT.C/TRANSF CR C.CERAMICO KEOPS4,7798077384309
981,MONOCOMANDO COCINA LATERAL NABUCCO BLANCO,7798077389816
154/1,"LLAVE DE PASO CR 1/2"" CELEBRITY",7798077381780
219,LAVATORIO CR C.CERAM BURGOS,7798077383500
219/O,LAVATORIO CR/ORO C.CERAM BURGOS,7798077383531
319,"BIDE CROMO C.CERAMICO ""BURGOS""",7798077383517
319/O,BIDE CR/ORO C.CERAM BURGOS,7798077383548
439,DUCHA EMB.C/TRANSF.CR C.CERAM BURGOS,7798077383524
439/O,DUCHA EMB.C/TRANSF.CR/ORO C.CERAM BURGOS,7798077383555
219/4,LAVATORIO CR C.CERAM BURGOS 4,7798077383562
219/O4,LAVATORIO CR/ORO C.CERAM BURGOS 4,7798077383593
319/4,BIDE CR C.CERAM BURGOS 4,7798077383579
319/O4,BIDE CR/ORO C.CERAM BURGOS 4,7798077383609
439/4,DUCHA EMB.C/TRANSF.CR C.CERAM BURGOS 4,7798077383586
439/O4,DUCHA EMB.C/TRANSF CR/ORO C.CERAM BURGOS 4,7798077383616
220,LAVATORIO CR C.CERAM COUREL,7798077383708
220/P,LAVATORIO PERLADO C.CERAM COUREL,7798077383746
230,LAVATORIO PARED CR C.CERAM. COUREL,7798077383739
230/P,LAVATORIO PARED PERLADO C.CERAM.COUREL,7798077383777
320,BIDE CR C.CERAM COUREL,7798077383715
320/P,BIDE PERLADO C.CERAM COUREL,7798077383753
430,DUCHA EMB.C/TRANSF.CR C.CERAM COUREL,7798077383722
430/P,DUCHA EMB.C/TRANSF.PERLADO C.CERAM.COUREL,7798077383760
744/CR,JGO.P/LAVARROPA CR/CR ARES,7798077382589
934/CR,J.PARED C/EXT CRUZ CR/CR ARES,7798077389342
935,JGO. PARED EXT BL/CR P.BAJO S ARES,7798077389359
945,JGO. EMB. ARES BL/CR P. BAJO CORTO,7798077389458
945/CR,JGO. EMB. ARES CR P.BAJO CORTO,7798077389465
946,JGO. EMB. BL/CR P.BAJO LARGO ARES,7798077389472
57-001,"JGO. EMB. P BAJO LARGO ""CROMO Y""",7798115112413
57-006,"JGO. EMB. P.BAJO LARGO ""MILENIO""",7798115112420
20-102/O,"MONOCOMANDO CROMO ORO ""RENACER""",7798115112390
21-102/O,MONOCOMANDO CR ORO RENACER 2 AUG.,7798115112406
156/1,LLAVE DE PASO STD PERLADO 1/2 MURCIA,7798077382398
U233P,CAMPANA CELEBRITY / KEOPS PER,7798077386969
167/1,"LLAVE DE PASO STD CR 1/2"" KEOPS 4",7798077381742
33-003,"CANILLA MESADA ""ARUBA""",7798115111614
407,DUCHA EXT C/TRANSF CR C.CERAM KEOPS,7798077384323
404/PO,DUCHA EXT.C/TRAN.PERLADO ORO STD.CELEBRITY,7798077380301
474/CRC,DUCHA EMB.S/TRANF.CRUZ CR/CR.C.CERAM ARES,7798077380707
214/C,LAVATORIO CRUZ BL/CR C.CERAM ARES,7798077388598
314/C,BIDE CRUZ BL/CR C.CERAM ARES,7798077388604
434/C,DUCHA EMB.C/TRANSF.CRUZ BL/CR.C.CERAM ARES,7798077388611
454/CR,DUCHA EXT.S/TRANSF.CR/CR ARES,7798077382558
454/CRO,DUCHA EXT.S/TRANSF.CR/ORO ARES,7798077382664
454/PO,DUCHA EXT.S/TRANSF PERLADO/ORO ARES,7798077382756
474/CR,DUCHA EMB.S/TRANF.CRUZ CR/CR ARES,7798077382541
914/PO,JGO.MDA.P.CAÑO PERLADO/ORO ARES,7798077382763
944/CR,JGO COC.PARED EMB.CRUZ CR/CR ARES,7798077382572
944/CRO,JGO COC.PARED EMB.CRUZ CR/ORO ARES,7798077382671
944/PO,"JGO COC.PARED EMB.CRUZ PERLADO/ORO""ARES""",7798077382770
EP001,EXHIBIDOR INSTIT. PEIRANO Blanco de  2.20 x 0.90,7798077380004
475/C,DUCHA EMB.S/TRANSF. CR C.CERAM MURCIA,7798077384750
476/C,DUCHA EMB.S/TRANSF.PERLADO C.CERAM MURCIA,7798077384767
990,MONOCOMANDO COCINA CR FLUSH,7798077380677
990/2,MONOCOMANDO DUO COCINA CR FLUSH,7798077380684
744,JGO. P/ LAVARROPA ARES,7798077381490
740,"JGO.PARA LAVARROPA ""BASICA""",7798077389441
743,"JGO.P/ LAVARROPA ""DIQUE""",7798077382046
749,JGO. PARA LAVARROPA LAZA,7798077382053
415/C,DUCHA EXT.C/TRANSF.CR C.CERAM MURCIA,7798077383128
40-005,"PARED EMBUTIR P/LAVARROPA ""FUNCIONAL""",7798115111355
51-005,"COCINA MESADA ""FUNCIONAL""",7798115111300
53-005,"COCINA PARED EXT. P.ALTO ""FUNCIONAL""",7798115111317
54-005,"COCINA PARED EXT.P.BAJO ""FUNCIONAL""",7798115111324
55-005,"COCINA P/PARED EMBUTIR P.ALTO ""FUNCIONAL""",7798115111331
56-005,"COCINA P/PARED EMBUTIR P.BAJO  ""FUNCIONAL""",7798115111348
60-005,"LAVATORIO ""FUNCIONAL""",7798115111249
70-005,"BIDE ""FUNCIONAL""",7798115111256
80-005,"DUCHA EMBUTIR C/TRANSF.""FUNCIONAL""",7798115111263
81-005,"DUCHA EMBUTIR S/TRANSF.""FUNCIONAL""",7798115111270
40-006,"PARED EMBUTIR P/LAVARROPA ""MILENIO""",7798115111478
51-006,COCINA MESADA MILENIO,7798115111423
53-006,COCINA PARED EXT. P.ALTO MILENIO,7798115111430
54-006,COCINA PARED EXT. P.BAJO MILENIO,7798115111447
55-006,COCINA P/PARED EMB P.ALTO MILENIO,7798115111454
56-006,COCINA P/PARED EMB P.BAJO MILENIO,7798115111461
60-006,"LAVATORIO ""MILENIO""",7798115111362
70-006,BIDE MILENIO,7798115111379
80-006,DUCHA EMB C/TRANSF. MILENIO,7798115111386
81-006,DUCHA EMB S/TRANSF. MILENIO,7798115111393
82-006,DUCHA EXT S/TRANSF. MILENIO,7798115111416
83-006,DUCHA EXT C/TRANSF. MILENIO,7798115111409
40-004,JUEGO P/LAVARROPA CR EUROPEA,7798115110877
40-004B,JUEGO P/LAVARROPA BLANCO EUROPEA,7798115110990
51-004B,COCINA MESADA BLANCO EUROPEA,7798115110945
53-004,COCINA PARED EXT. P.ALTO CR EUROPEA,7798115110839
53-004B,COCINA PARED EXT. P.ALTO BLANCO EUROPEA,7798115110952
60-004B,LAVATORIO BLANCO EUROPEA,7798115110884
70-004B,BIDE BLANCO EUROPEA,7798115110891
80-004B,DUCHA EMB.C/TRANSF.BLANCO EUROPEA,7798115110907
51-004,COCINA MESADA CR EUROPEA,7798115110822
60-004,LAVATORIO CR EUROPEA,7798115110761
70-004,BIDE CROMO EUROPEA,7798115110778
80-004,DUCHA EMB C/TRANSF CR EUROPEA,7798115110785
468,DUCHA EMB S/TRANSF PERLADO C.CERAM KEOPS,7798077385238
20-102,"MONOCOMANDO MESADA CROMO ""RENACER""",7798115110747
21-102,"MONOCOMANDO DUO COCINA CROMO ""RENACER""",7798115110754
51-003,"COCINA MESADA ""ARUBA""",7798115110693
55-003,"COCINA PARED EMBUTIR PICO ALTO ""ARUBA""",7798115110709
56-003,"COCINA PARED EMBUTIR PICO BAJO ""ARUBA""",7798115110716
60-003,"LAVATORIO ""ARUBA""",7798115110648
70-003,"BIDE ""ARUBA""",7798115110655
80-003,"DUCHA EMBUTIR C/TRANSF. ""ARUBA""",7798115110662
81-003,"DUCHA EMBUTIR S/TRANSF. ""ARUBA""",7798115110679
83-003,"DUCHA EXTERIOR C/TRANSF. ""ARUBA""",7798115110686
90-003,PACK GRIF.ARUBA (Lavatorio-Bide-Ducha c/transf),7798115110723
31-001,"CANILLA DE PARED P.ALTO ""CROMO Y""",7798115110327
32-001,"CANILLA DE PARED P.BAJO ""CROMO Y""",7798115110334
33-001,"CANILLA MESADA ""CROMO Y""",7798115110341
40-001,"COCINA PARED EMBUTIR P/LAVARROPA ""CROMO Y""",7798115110624
51-001,"COCINA MESADA ""CROMO Y""",7798115110259
53-001,"COCINA PARED EXTERIOR PICO ALTO ""CROMO Y""",7798115110273
54-001,"COCINA PARED EXTERIOR PICO BAJO ""CROMO Y""",7798115110280
55-001,"COCINA PARED EMBUTIR PICO ALTO ""CROMO Y""",7798115110297
56-001,"COCINA PARED EMBUTIR PICO BAJO ""CROMO Y""",7798115110303
60-001,"LAVATORIO ""CROMO Y""",7798115110198
70-001,"BIDE ""CROMO Y""",7798115110204
80-001,"DUCHA EMB. C/TRANSF. ""CROMO Y""",7798115110211
81-001,"DUCHA EMB. S/TRANSF. ""CROMO Y""",7798115110228
82-001,"DUCHA EXT. S/TRANSF. ""CROMO Y""",7798115110235
83-001,"DUCHA EXT. C/TRANSF. ""CROMO Y""",7798115110730
31-002,"CANILLA DE PARED PICO ALTO ""RENACER""",7798115110150
32-002,"CANILLA DE PARED PICO BAJO ""RENACER""",7798115110167
33-002,"CANILLA MESADA ""RENACER""",7798115110174
40-002,COCINA P/PARED EMB P/LAVARROPA RENACER,7798115110631
51-002,COCINA MESADA RENACER,7798115110082
53-002,COCINA PARED EXT. P.ALTO RENACER,7798115110105
54-002,COCINA PARED EXT. P.BAJO RENACER,7798115110112
55-002,COCINA P/PARED EMB P.ALTO RENACER,7798115110129
56-002,COCINA P/PARED EMB P.BAJO RENACER,7798115110136
60-002,LAVATORIO RENACER,7798115110013
70-002,BIDE RENACER,7798115110020
80-002,DUCHA EMB C/TRANSF. RENACER,7798115110037
81-002,DUCHA EMB. S/TRANSF. RENACER,7798115110044
82-002,DUCHA EXT. S/TRANSF. RENACER,7798115110068
83-002,DUCHA EXT C/TRANSF. RENACER,7798115110051
416/C,DUCHA EXT.C/TRANSF.PERLADO C.CERAM MURCIA,7798077383173
408/4,DUCHA EXT.C/TRANSF C.CERAM PERLADO KEOPS 4,7798077384354
414/CR,DUCHA EXT.C/TRANSF.CR/CR ARES,7798077382534
414/CRO,DUCHA EXT.C/TRANSF.CR/ORO ARES,7798077382633
414/PO,DUCHA EXT.C/TRANSF PERLADO/ORO ARES,7798077382732
914/CR,JGO.MDA.P.CAÑO CR ARES,7798077382565
914/CRO,JGO.MDA.P.CAÑO CR/ORO ARES,7798077382640
215/C,"LAVATORIO C/CERAM.CROMO ""MURCIA""",7798077383104
216/C,"LAVATORIO C/CERAM.PERLADO ""MURCIA""",7798077383159
315/C,BIDE CR C.CERAM MURCIA,7798077383111
316/C,BIDE PERLADO C.CERAM MURCIA,7798077383166
435/C,DUCHA EMB.C/TRANSF CR C.CERAM MURCIA,7798077383135
436/C,DUCHA EMB C/TRANSF PERLADO C.CERAM MURCIA,7798077383180
M205,MANIJA CROMO P/MONOC. FLUSH y RENACER,7798077386815
408,DUCHA EXT C/TRANSF PERLADO KEOPS,7798077384330
150/1,"LLAVE DE PASO C/C MH CROMO 1/2""BASICA",7798077382312
151/1,"LLAVE DE PASO C/C MH BLANCA 1/2""BASICA",7798077382329
152/1,"LLAVE DE PASO C/C MH CR.PERL.1/2""TECHNO",7798077382336
822/C,MESADA PICO FUNDIDO M. ROJO CERAMICO,7798077380929
921/C,J.de MESADA P.CA¥O MOVIL BLANCO CERAMICO,7798077380738
9/1,PLACA PARA EXIBICION,7798077384880
1320,"QUEINOX MACHO MOVIL MH 1/2"" x 20",7798077387003
1325,"QUEINOX MACHO MOVIL MH 1/2"" x 25",7798077387010
1330,"QUEINOX MACHO MOVIL MH 1/2"" x 30",7798077387027
1335,"QUEINOX MACHO MOVIL MH 1/2"" x 35",7798077387034
1340,"QUEINOX MACHO MOVIL MH 1/2"" x 40",7798077387041
1350,"QUEINOX MACHO MOVIL MH 1/2"" x 50",7798077387058
1360,"QUEINOX MH 1/2"" x 60",7798160580083
1920,"QUEINOX MH 3/4"" x 20",7798077387201
1920P,"QUEINOX MH PLUS 3/4"" x 20",7798077387409
1925,"QUEINOX MH 3/4"" x 25",7798077387218
1925P,"QUEINOX MH PLUS 3/4"" x 25",7798077387416
1930,"QUEINOX MH 3/4"" x 30",7798077387225
1930P,"QUEINOX MH PLUS 3/4"" x 30",7798077387423
1935,"QUEINOX MH 3/4"" x 35",7798077387232
1935P,"QUEINOX MH PLUS 3/4"" x 35",7798077387430
1940,"QUEINOX MH 3/4"" x 40",7798077387249
1940P,"QUEINOX MH PLUS 3/4"" x 40",7798077387447
1950,"QUEINOX MH 3/4"" x 50",7798077387256
1950P,"QUEINOX MH PLUS 3/4"" x 50",7798077387454
F1319,"JUEGO DE 2 FLEXIBLES 1/2"" x 30 cm AC.INOX.P/ MONOCOMANDO",7798077381902
13100G,"QUEINOX GAS MH 1/2""x100 APROBADO POR IGA",7798077387652
13120G,"QUEINOX GAS MH 1/2""x120 APROBADO POR IGA",7798077387669
13150G,"QUEINOX GAS MH 1/2""x150 APROBADO POR IGA",7798077387676
1340G,"QUEINOX GAS MH. 1/2""x40 APROBADO POR IGA",7798077387607
1350G,"QUEINOX GAS MH. 1/2""x50 APROBADO POR IGA",7798077387614
1360G,"QUEINOX GAS MH 1/2""x60 APROBADO POR IGA",7798077387621
1370G,"QUEINOX GAS MH 1/2""x70 APROBADO POR IGA",7798077387638
1380G,"QUEINOX GAS MH 1/2""x80 APROBADO POR IGA",7798077387645
214,LAVATORIO CRUZ BL/CR ARES,7798077381407
214/CR,LAVATORIO CR/CR ARES,7798077382503
214/CRO,LAVATORIO CR/ORO ARES,7798077382602
214/PO,LAVATORIO PERLADO/ORO ARES,7798077382701
314,BIDE CRUZ BL/CR ARES,7798077381414
314/CR,BIDE CROMO ARES,7798077382510
314/CRO,BIDE CR/ORO ARES,7798077382619
314/PO,BIDE PERLADO/ORO ARES,7798077382718
414,DUCHA EXT.C/TRANSF. BL/CR ARES,7798077381469
434,DUCHA EMB.C/TRANSF CRUZ BL/CR ARES,7798077381421
434/CR,DUCHA EMB.C/TRANSF CR ARES,7798077382527
434/CRO,DUCHA EMB.C/TRANSF. CR/ORO ARES,7798077382626
434/PO,DUCHA EMB.C/TRANSF PERLADO/ORO ARES,7798077382725
454,DUCHA EXT.S/TRANSF. BL/CR ARES,7798077381476
474,DUCHA EMB.S/TRANF.CRUZ BL/CR ARES,7798077381438
474/CRO,DUCHA EMB.S/TRANSF CR/ORO ARES,7798077382657
474/PO,DUCHA EMB.S/TRANSF.PERLADO/ORO ARES,7798077382749
914,JGO.MDA.P.CAÑO BL/CR ARES,7798077381445
934,JGO.PARED PICO U C/EXT CRUZ BL/CR ARES,7798077381483
944,JUEGO COC.PARED EMB CRUZ BL/CR ARES,7798077381452
200,LAVATORIO A SOPAPA CR  BASICA,7798077382008
201,LAVATORIO BLANCO BASICA,7798077382015
300,BIDET A SOPAPA CROMO BASICA,7798077383005
301,BIDET BLANCO BASICA,7798077383012
400,DUCHA EXT. C/TRANSF. CR BASICA,7798077384002
401,DUCHA EXT C/TRANSF.BLANCA BASICA,7798077384019
420,DUCHA EMB. C/TRANSF. CR BASICA,7798077384200
421,"DUCHA DE EMB. C/TRANSF. BLANCA""BASICA""",7798077384217
450,DUCHA EXT. S/TRANSF.CR BASICA,7798077384507
451,DUCHA EXT. S/TRANSF.BLANCA BASICA,7798077384514
460,DUCHA DE EMB. S/TRANSF. CR BASICA,7798077384606
461,DUCHA DE EMB. S/TRANSF. BLANCA BASICA,7798077384613
602,CANILLA COCINA MSDA CR BASICA,7798077386020
604,CANILLA COC.PARED P.BAJO CR BASICA,7798077386044
606,CANILLA COC.PARED P.ALTO CR BASICA,7798077386068
820/C,MESADA P.FUNDIDO MOVIL CR C.CERAM BASICA,7798077388208
820/M,J.de MESADA P.FUNDIDO MOVIL CR STD,7798077380905
821/C,MESADA P.FUNDIDO MOVIL BCO C.CERAM,7798077380912
821/M,J.de MESADA P.FUNDIDO M. BLANCO STD,7798077388215
822/M,J.de MESADA P.FUNDIDO M. ROJO STD,7798077388222
823/C,MESADA PICO FUNDIDO M. NEGRO CERAMICO,7798077380936
823/M,J.de MESADA P.FUNDIDO M. NEGRO STD,7798077388239
824/C,MESADA P.FUNDIDO MOVIL MARFIL CERAMICO,7798077380943
920/C,"JUEGO MESADA PICO C.M.CROMO ""C.CERAMICO""",7798077380721
920/M,JGO MESADA P.CAÑO MOVIL CR BASICA,7798077389205
921/M,JGO. MESADA P.CAÑO BASICA BL,7798077389212
922/C,J.de MESADA P.CAÑO MOVIL ROJO CERAMICO,7798077380745
922/M,J.de MESADA P.CAÑO MOVIL ROJO STD,7798077389229
923/C,J.de MESADA P.CA¥O MOVIL NEGRO CERAMICO,7798077380752
923/M,J.de MESADA P.CAÑO MOVIL NEGRO STD,7798077389236
924/C,J.de MESADA P.CA¥O MOVIL MARFIL CERAMICO,7798077380769
930,JGO PARED C/EXTENSIBLE CR BASICA,7798077389304
931,JGO PARED C/EXTENSIBLE BCO BASICA,7798077389311
940,"J.COCINA PARED EMB. CR ""BASICA""",7798077389403
941,"J.COCINA PARED EMB. BLANCO ""BASICA""",7798077389410
212,LAVATORIO BILBAO CR. C.CERAMICO,7798077380608
312,BIDET BILBAO CR C.CERAMICO,7798077380646
204,LAVATORIO A SOPAPA CR CELEBRITY,7798077380011
204/C,LAVATORIO A SOP.CR C.CERAM CELEBRITY,7798077380110
204/O,LAVATORIO A SOP.CR/ORO STD CELEBRITY,7798077380219
204/OC,LAVATORIO A SOP.CR/ORO C.CERAM CELEBRITY,7798077380318
204/PC,LAVATORIO PERLADO/ORO C.CERAM CELEBRITY,7798077380806
304,BIDET A SOPAPA CR CELEBRITY,7798077380028
304/C,BIDET A SOP.CR C/CERAM CELEBRITY,7798077380127
304/O,BIDET A SOPAPA CR/ORO STD CELEBRITY,7798077380226
304/OC,BIDET A SOPAPA CR/ORO C/CER.CELEBRITY,7798077380325
304/PC,BIDE PERLADO ORO C/CERAM CELEBRITY,7798077380813
404,DUCHA EXT. C/TRANSF.CR STD. CELEBRITY,7798077380042
404/C,DUCHA EXT C/TRANSF CR C.CERAM CELEBRITY,7798077380141
404/O,DUCHA EXT.C/T CR/ORO STD CELEBRITY,7798077380240
404/OC,DUCHA EXT.C/TRANSF CR/ORO CCERAM.CELEBRITY,7798077380349
404/PC,DUCHA EXT.C/TRANSF.PERLADO ORO CER.CELEBRITY,7798077380844
424,DUCHA EMB. C/TRANSF.CR CELEBRITY,7798077380035
424/C,DUCHA EMB. C/TRANSF.CR C.CERAM.CELEBRITY,7798077380134
424/O,DUCHA EMBUT.C/TRANSF. CR/ORO STD CELEBRITY,7798077380233
424/OC,DUCHA EMB.C/TRANSF CR/ORO C.CERAM.CELEBRITY,7798077380332
424/PC,DUCHA EMB C/TRANSF. PERLADO/ORO C.CERAM CELEBRITY,7798077380820
464/O,DUCHA EMB S/TRANSF.CR/ORO CELEBRITY,7798077388352
464/OC,DUCHA EMB.S/TRAN.CR/ORO CERAMICO CELEBRITY,7798077388413
804/C,J.MDA.P.FUNDIDO CR C.CERAM CELEBRITY,7798077380158
804/M,JGO.MDA.P.FUNDIDO CR CELEBRITY,7798077380059
804/O,J.MDA.P.FUNDIDO CR/ORO CELEBRITY,7798077380257
804/OC,J.MDA.P.FUNDIDO CR/ORO C.CERAM CELEBRITY,7798077380356
203,"LAVATORIO CROMO ""DIQUE""",7798077382039
203/B,LAVATORIO A SOPAPA BLANCO DIQUE,7798077381209
303,"BIDET CROMO ""DIQUE""",7798077383036
303/B,BIDE A SOPAPA BLANCO DIQUE,7798077381216
403,DUCHA EXT. C/TRANSF.CR DIQUE,7798077384033
403/B,DUCHA EXT. C/TRANSF. BLANCA DIQUE,7798077381223
423,"DUCHA EMB. C/TRANSF.CR ""DIQUE""",7798077384231
423/B,DUCHA EMB. C/TRANSF. BLANCA DIQUE,7798077381230
453,DUCHA EXT. S/TRANSF.CR DIQUE,7798077384538
463,"DUCHA EMB. S/TRANSF.CR ""DIQUE""",7798077384637
601,CANILLA COCINA MESADA CROMO DIQUE,7798077386013
603,CANILLA COC.PARED P.BAJO CROMO DIQUE,7798077386037
605,CANILLA COC.PARED P.ALTO CROMO DIQUE,7798077386051
910/M,"JGO.MDA.P.CANO CROMO ""DIQUE""",7798077389106
933,JGO PARED C/EXT CR DIQUE,7798077389335
943,"J.COCINA PARED EMB. CR ""DIQUE""",7798077389434
205,LAVATORIO CR A SOPAPA FLUSH,7798077380516
205/O,LAVATORIO A SOPAPA CR/ORO FLUSH,7798077380554
206,LAVATORIO A SOPAPA BLANCO FLUSH,7798077380592
206/O,LAVATORIO A SOPAPA BLANCO/ORO FLUSH,7798077380639
305,BIDE A SOPAPA CR FLUSH,7798077380530
305/O,BIDE A SOPAPA CR/ORO FLUSH,7798077380578
306,BIDE A SOPAPA BLANCO FLUSH,7798077380615
306/O,BIDE A SOPAPA BLANCO/ORO FLUSH,7798077380653
405,DUCHA EXT C/TRANSF.CR FLUSH,7798077380547
405/O,DUCHA EXT C/TRANSF.CR/ORO FLUSH,7798077380585
406,DUCHA EXTERIOR C/TRANSF.BLANCO FLUSH,7798077380622
406/O,DUCHA EXTERIOR C/TANSF.BLANCO/ORO FLUSH,7798077380660
207,LAVATORIO CR C.CERAM KEOPS,7798077382077
208,LAVATORIO PERLADO C.CERAM KEOPS,7798077382084
217,LAVATORIO CR C.CERAM P/PARED KEOPS,7798077382404
218,LAVATORIO PERLADO C.CERAM P/PARED KEOPS,7798077382428
307,BIDE CR C.CERAM KEOPS,7798077383074
308,BIDE PERLADO C.CERAM KEOPS,7798077383081
427,DUCHA EMB C/TRANSF CR C.CERAM KEOPS,7798077384279
428,DUCHA EMB C/TRANSF PERLADO C.CERAM KEOPS,7798077384286
467,DUCHA EMB. S/TRANSF CR C.CERAM KEOPS,7798077385221
207/4,LAVATORIO CR C.CERAM KEOPS 4,7798077382060
208/4,LAVATORIO PERLADO C.CERAMICO KEOPS 4,7798077382091
217/4,LAVATORIO CR C.CERAM P/PARED KEOPS 4,7798077382411
218/4,LAVATORIO PERLADO C.CERAM.P/PARED KEOPS 4,7798077382435
307/4,BIDE CR C.CERAM KEOPS 4,7798077383067
308/4,BIDE PERLADO C.CERAM KEOPS 4,7798077383098
